,Unnamed: 0,Annualized Rate Pop,Annualized Rate GDP Per Capita,Unnamed: 3,MSA,Annualized Rate Pop.1,Annualized Rate GDP Per Capita.1,Unnamed: 7,Unnamed: 8
18,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",0.007958652608691885,-0.008858196898831272,,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",0.003858068649321922,0.02819053657337034,,
19,"Auburn-Opelika, AL (Metropolitan Statistical Area)",0.02096760933555397,0.013156252324244555,,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",-0.007493069345503978,0.028155823862137996,,
20,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",0.011163678844897662,0.0035069092697017634,,"Provo-Orem, UT (Metropolitan Statistical Area)",0.02254042670585732,0.027782497234235093,,
21,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",0.03023281261309707,0.015269476360762813,,"St. George, UT (Metropolitan Statistical Area)",0.02732395177076863,0.02693158288240638,,
22,"Bakersfield, CA (Metropolitan Statistical Area)",0.024476464343772708,0.031589479002650744,,"Visalia, CA (Metropolitan Statistical Area)",0.006311217386229417,0.026636196292451064,,
23,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",0.005909268016452751,0.016956336027357244,,"Waco, TX (Metropolitan Statistical Area)",0.0086616686339831,0.025707434428835274,,
24,"Bangor, ME (Metropolitan Statistical Area)",0.005759113110406,-0.002381157684265167,,"Midland, MI (Metropolitan Statistical Area)",-0.0006724668411491885,0.024114087424765618,,
25,"Barnstable Town, MA (Metropolitan Statistical Area)",-0.004130496461881794,0.013970015312269268,,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",0.019767765581435448,0.02400143394376908,,
26,"Baton Rouge, LA (Metropolitan Statistical Area)",0.013440698148738939,0.006987121709580046,,"Lake Charles, LA (Metropolitan Statistical Area)",0.006201158643239557,0.023894154297343206,,
27,"Battle Creek, MI (Metropolitan Statistical Area)",-0.0017868545048370654,0.0007445731865167726,,"Florence, SC (Metropolitan Statistical Area)",-0.00042609232764001526,0.0235224921925985,,
28,"Bay City, MI (Metropolitan Statistical Area)",-0.002199266014160206,0.0009899714560446249,,"Fort Wayne, IN (Metropolitan Statistical Area)",0.006321940310046292,0.023220517127260143,,
29,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",0.0018876277213608628,0.011924287525451938,,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",0.0010114489865917786,0.023066807486199492,,
30,"Beckley, WV (Metropolitan Statistical Area)",-0.00032759663565540276,0.017897728390901646,,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",0.006434358736362444,0.022988821777295332,,
31,"Bellingham, WA (Metropolitan Statistical Area)",0.018316131597290397,0.01672306063785811,,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",0.004338997478003481,0.02232409349663489,,
32,"Bend, OR (Metropolitan Statistical Area)",0.03035168016145029,-0.014120322095496296,,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",0.013184752336860672,0.022304120500110658,,
33,"Billings, MT (Metropolitan Statistical Area)",0.013246097262767043,0.0056570044604702385,,"Wausau-Weston, WI (Metropolitan Statistical Area)",0.00022322350467507412,0.022007655496665945,,
34,"Binghamton, NY (Metropolitan Statistical Area)",-0.0004808598175419787,0.03006924182792936,,"Oklahoma City, OK (Metropolitan Statistical Area)",0.013156791776578025,0.021827427100298058,,
35,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",0.00794624217753137,8.790703860439564e-05,,"Modesto, CA (Metropolitan Statistical Area)",0.008170021489686041,0.021713361435245826,,
36,"Bismarck, ND (Metropolitan Statistical Area)",0.01491162653996092,0.01380141429303916,,"Madison, WI (Metropolitan Statistical Area)",0.010682212216318376,0.02165045158041634,,
37,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",0.006897929705032224,0.005848571101637612,,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",0.018121780867666137,0.021466165410485072,,
38,"Bloomington, IL (Metropolitan Statistical Area)",0.011860880289002118,0.010642812027677806,,"Janesville-Beloit, WI (Metropolitan Statistical Area)",0.002211056661090449,0.021379278541128865,,
39,"Bloomington, IN (Metropolitan Statistical Area)",0.012140459842954199,0.002848319553036882,,"Tulsa, OK (Metropolitan Statistical Area)",0.007004727237341912,0.02132591465146305,,
40,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",0.004063399589817163,0.021671536720475837,,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",0.010774921000984206,0.020947568873792566,,
41,"Boise City, ID (Metropolitan Statistical Area)",0.027014831985219034,0.002496371540597675,,"Twin Falls, ID (Metropolitan Statistical Area)",0.012109297550162657,0.020662111185555387,,
42,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",0.0033227466135499206,0.01625399158843943,,"Vallejo, CA (Metropolitan Statistical Area)",0.00953959354503775,0.02033207833112649,,
43,"Boulder, CO (Metropolitan Statistical Area) *",-0.001625720182590329,0.01617187118936325,,"Greenville-Anderson, SC (Metropolitan Statistical Area)",0.011766751987558166,0.020149224795466658,,
44,"Bowling Green, KY (Metropolitan Statistical Area)",0.017004159939912666,0.00716348689291646,,"Grants Pass, OR (Metropolitan Statistical Area)",0.0066572792500041444,0.02009458582365853,,
45,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",0.007878822801931529,0.012331385591997757,,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",0.006422073880341772,0.020025709987181006,,
46,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",0.003726598199389697,0.0040861826295599535,,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",0.009357193705397338,0.01980019528909782,,
47,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",0.019581766516346022,0.004068757429028125,,"Monroe, LA (Metropolitan Statistical Area)",-0.0015153093354122182,0.0197220253447421,,
48,"Brunswick, GA (Metropolitan Statistical Area)",0.018917977800132046,-0.0037975122151483465,,"Jackson, MI (Metropolitan Statistical Area)",-0.0010200276202392278,0.019599066691319056,,
49,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",-0.0028401898570620254,0.022176686439312476,,"Pittsburgh, PA (Metropolitan Statistical Area)",-0.0017255863425631457,0.019597359129856606,,
50,"Burlington, NC (Metropolitan Statistical Area)",0.014238442690888142,-0.0031336721368903087,,"Odessa, TX (Metropolitan Statistical Area)",0.02119331647955236,0.019532205741870978,,
51,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",0.005491291619854399,0.023592966920673364,,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",0.01070793481420007,0.01937735465520829,,
52,"California-Lexington Park, MD (Metropolitan Statistical Area)",0.021343120297214968,0.023731352016125973,,"Dalton, GA (Metropolitan Statistical Area)",0.0014936720721212549,0.0193530042305885,,
53,"Canton-Massillon, OH (Metropolitan Statistical Area)",-0.0005602885312478989,-0.0012924410341881298,,"Saginaw, MI (Metropolitan Statistical Area)",-0.0057833826534182675,0.019046106833212617,,
54,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",0.03354745789341118,-0.005390917978266296,,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",0.02881475676059342,0.018800492525775425,,
55,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",0.006205220557709223,0.010325992657543859,,"Wichita, KS (Metropolitan Statistical Area)",0.0027167028871766252,0.018795589637734755,,
56,"Carbondale-Marion, IL (Metropolitan Statistical Area)",0.004361411068144028,0.019306928583022742,,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",0.017380069705537737,0.018621274047143865,,
57,"Carson City, NV (Metropolitan Statistical Area)",0.0031070898017768744,0.010277848536166312,,"Wenatchee, WA (Metropolitan Statistical Area)",0.00942513478476803,0.01822708958452446,,
58,"Casper, WY (Metropolitan Statistical Area)",0.013350304320483897,0.026517244170416898,,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",0.009509233296640884,0.018122184118386064,,
59,"Cedar Rapids, IA (Metropolitan Statistical Area)",0.008187748392118221,0.0343452060997107,,"Pittsfield, MA (Metropolitan Statistical Area)",-0.004812068838846328,0.01803733437982724,,
60,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",0.015440053896016215,0.01153297786433205,,"Eau Claire, WI (Metropolitan Statistical Area)",0.005324118742896733,0.01790467053832301,,
61,"Champaign-Urbana, IL (Metropolitan Statistical Area)",0.010700692129833378,0.008934241514742647,,"Stockton, CA (Metropolitan Statistical Area)",0.011446548305465098,0.017594784971479926,,
62,"Charleston, WV (Metropolitan Statistical Area)",-0.0022898021187086615,0.0007009379701348184,,"Sheboygan, WI (Metropolitan Statistical Area)",-7.035085234274874e-05,0.01754580753982582,,
63,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",0.02032173228737455,0.010390966027449489,,"Corvallis, OR (Metropolitan Statistical Area)",0.009230377376594268,0.017495067115953944,,
64,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",0.025423244293905745,-0.002673513705926278,,"Merced, CA (Metropolitan Statistical Area)",0.008521534269005038,0.017490123197793528,,
65,"Charlottesville, VA (Metropolitan Statistical Area) *",0.014245802709581978,0.017238643870554515,,"Raleigh-Cary, NC (Metropolitan Statistical Area)",0.02283460171207996,0.01739651578218382,,
66,"Chattanooga, TN-GA (Metropolitan Statistical Area)",0.010471621626342742,0.002999311475829547,,"Bismarck, ND (Metropolitan Statistical Area)",0.018162650892405763,0.01733998719446639,,
67,"Cheyenne, WY (Metropolitan Statistical Area)",0.012396996123701376,0.015766944838399244,,"Manchester-Nashua, NH (Metropolitan Statistical Area)",0.004358208179490841,0.017194566881765017,,
68,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",0.003598720368800379,0.0016190944694864928,,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",0.009508006415034798,0.01698061776204285,,
69,"Chico, CA (Metropolitan Statistical Area)",0.007199670755571708,0.014502610426510243,,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",0.014499905069102148,0.01680262438336233,,
70,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",0.005669120583464249,0.0025718625340156454,,"Muncie, IN (Metropolitan Statistical Area)",-0.0030931516820390526,0.016787712812371458,,
71,"Clarksville, TN-KY (Metropolitan Statistical Area)",0.01733739998327488,0.022073538260662273,,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",0.01966949766614623,0.01662414138927648,,
72,"Cleveland, TN (Metropolitan Statistical Area)",0.010720439134369819,0.007531829974161575,,"Salt Lake City, UT (Metropolitan Statistical Area)",0.014275445747224502,0.016548414028359604,,
73,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",-0.0034880794959947226,0.005199973470004116,,"Fond du Lac, WI (Metropolitan Statistical Area)",0.0018157777736960146,0.016518323053198003,,
74,"Coeur d'Alene, ID (Metropolitan Statistical Area)",0.0246326492156268,0.006397655738240138,,"Gainesville, GA (Metropolitan Statistical Area)",0.014582940248892173,0.016473155577556797,,
75,"College Station-Bryan, TX (Metropolitan Statistical Area)",0.0221963219860577,0.02429635838377031,,"Fort Collins, CO (Metropolitan Statistical Area)",0.019453132282286845,0.016457812309710107,,
76,"Colorado Springs, CO (Metropolitan Statistical Area)",0.017357642582955135,0.0023369302123950053,,"Enid, OK (Metropolitan Statistical Area)",0.000363817871207317,0.01643433782727377,,
77,"Columbia, MO (Metropolitan Statistical Area)",0.016322448175041693,0.0014591943290531706,,"Chattanooga, TN-GA (Metropolitan Statistical Area)",0.007285454307452532,0.01619470351449026,,
78,"Columbia, SC (Metropolitan Statistical Area)",0.017373501558817672,-0.0002992611476850815,,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",0.02191405989511397,0.016176300093192486,,
79,"Columbus, GA-AL (Metropolitan Statistical Area)",0.005073353014537929,0.012713044986768285,,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",0.008216600291115261,0.016150617366510245,,
80,"Columbus, IN (Metropolitan Statistical Area)",0.007055024918825037,0.037337251464671706,,"Albany-Lebanon, OR (Metropolitan Statistical Area)",0.010759187306065066,0.015988453721020646,,
81,"Columbus, OH (Metropolitan Statistical Area)",0.012363382543128854,-0.0033683799201621456,,"Columbus, IN (Metropolitan Statistical Area)",0.00934277937518102,0.01585748536374587,,
82,"Corpus Christi, TX (Metropolitan Statistical Area)",0.0069108147655196905,0.009231349786997578,,"Mankato, MN (Metropolitan Statistical Area)",0.006067616901620054,0.015817728208641357,,
83,"Corvallis, OR (Metropolitan Statistical Area)",0.00964595073654606,0.031608690369740344,,"Cleveland, TN (Metropolitan Statistical Area)",0.008097157525506216,0.015742010001433604,,
84,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",0.01039695355327619,0.012059098864537043,,"Muskegon, MI (Metropolitan Statistical Area)",0.0012142083522177494,0.01564745924039168,,
85,"Cumberland, MD-WV (Metropolitan Statistical Area)",0.001682703153695675,0.013954506048007964,,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",0.003854633631814819,0.015634541477643316,,
86,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",0.020462651934280762,0.0058672475971399685,,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",-0.0018460067268213365,0.015575279188865476,,
87,"Dalton, GA (Metropolitan Statistical Area)",0.015378410344721871,-0.01265813338215449,,"Morristown, TN (Metropolitan Statistical Area)",0.004301492170419641,0.015458792675647759,,
88,"Danville, IL (Metropolitan Statistical Area)",-0.0026948644304463087,0.01411776294971423,,"Salinas, CA (Metropolitan Statistical Area)",0.0056501379470028645,0.015381349737936256,,
89,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",0.026366176777369743,-0.002795539798465585,,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",0.00036691775660657733,0.015380431947440432,,
90,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",0.0015307668560304855,0.012616581907124447,,"Fresno, CA (Metropolitan Statistical Area)",0.008125223306043372,0.015362672122831045,,
91,"Dayton-Kettering, OH (Metropolitan Statistical Area)",-0.00066680241937489,-0.0008650604587671085,,"Bellingham, WA (Metropolitan Statistical Area)",0.014240140532377099,0.015220635973414831,,
92,"Decatur, AL (Metropolitan Statistical Area)",0.005485498191104998,0.007127565651458223,,"Great Falls, MT (Metropolitan Statistical Area)",0.0002176229075683267,0.01497040430093266,,
93,"Decatur, IL (Metropolitan Statistical Area)",-0.002789032001296432,0.024794281888136815,,"Toledo, OH (Metropolitan Statistical Area)",-0.0014925126012952372,0.01484962820114677,,
94,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",0.017524607092738176,0.0054762081975456844,,"Rochester, MN (Metropolitan Statistical Area)",0.007397299305524907,0.014819908896969602,,
95,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",0.015793663726898943,-0.008002448633271375,,"Danville, IL (Metropolitan Statistical Area)",-0.007599021189327537,0.014802845174417323,,
96,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",0.016157372528661673,0.006760194407972708,,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",-0.0011168693470662294,0.014659104392878763,,
97,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",-0.004313625714468472,-0.007987773726468417,,"Ames, IA (Metropolitan Statistical Area)",0.008907280240556315,0.014589392165193837,,
98,"Dothan, AL (Metropolitan Statistical Area)",0.011664256182629895,-0.003398747935949409,,"Boulder, CO (Metropolitan Statistical Area) *",0.012267253938761602,0.014589363871064576,,
99,"Dover, DE (Metropolitan Statistical Area)",0.026101018343509974,-0.011567941502347412,,"Grand Forks, ND-MN (Metropolitan Statistical Area)",0.004574717707009013,0.014572282007426995,,
100,"Dubuque, IA (Metropolitan Statistical Area)",0.006090231846956673,0.021456943899622827,,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",0.020915149423596846,0.014441417369692955,,
101,"Duluth, MN-WI (Metropolitan Statistical Area)",0.000942513372168774,0.018550989574780852,,"Savannah, GA (Metropolitan Statistical Area)",0.013949261954537384,0.014370931518316032,,
102,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",0.01727491028445116,0.03565748096184396,,"Flint, MI (Metropolitan Statistical Area)",-0.005413552897149065,0.014248026955087756,,
103,"East Stroudsburg, PA (Metropolitan Statistical Area)",0.01868632254996605,0.011879114550408243,,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",0.01621412572409331,0.014014258966987159,,
104,"Eau Claire, WI (Metropolitan Statistical Area)",0.008606334891522183,0.023731710645234383,,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",-0.004042617806946369,0.013938990383826066,,
105,"El Centro, CA (Metropolitan Statistical Area)",0.021955940806317242,0.01462490364435931,,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",0.01794225817087347,0.013827261578228667,,
106,"El Paso, TX (Metropolitan Statistical Area)",0.017153753442493924,0.009713997712195388,,United States (Metropolitan Portion),0.008312811535812648,0.01377708615400075,,
107,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",0.01111522372386009,0.02356550131636248,,"Asheville, NC (Metropolitan Statistical Area)",0.009726972625026642,0.013737113063344353,,
108,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",0.007436268297307036,0.00849901991247104,,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",0.0024883862728337647,0.013717537395708135,,
109,"Elmira, NY (Metropolitan Statistical Area)",-0.0023249987658510163,0.02319929422179734,,"Springfield, OH (Metropolitan Statistical Area)",-0.0033744504758325133,0.013486871753318086,,
110,"Enid, OK (Metropolitan Statistical Area)",0.006532638383930811,0.03879657211706111,,"Reading, PA (Metropolitan Statistical Area)",0.002444548479069608,0.013486089232630727,,
111,"Erie, PA (Metropolitan Statistical Area)",5.937248177567689e-05,0.007881707409833627,,"Redding, CA (Metropolitan Statistical Area)",0.0019350657519192627,0.01336488744746922,,
112,"Eugene-Springfield, OR (Metropolitan Statistical Area)",0.008932264784982547,0.005593707899840261,,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.0026873913177205555,0.013301249586837649,,
113,"Evansville, IN-KY (Metropolitan Statistical Area)",0.005408498651133131,0.004579705737563167,,"Medford, OR (Metropolitan Statistical Area)",0.009639861180446685,0.013206928118605354,,
114,"Fairbanks, AK (Metropolitan Statistical Area) *",0.016485115889492752,-0.01095130090380203,,"Walla Walla, WA (Metropolitan Statistical Area)",0.004185455383847403,0.013012706532181673,,
115,"Fargo, ND-MN (Metropolitan Statistical Area)",0.01885883336996841,0.013388415910854823,,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",0.00990921447632509,0.012960639917688255,,
116,"Farmington, NM (Metropolitan Statistical Area)",0.013163395190976201,-0.01343207626991838,,"Niles, MI (Metropolitan Statistical Area)",-0.002089485677979841,0.012950246927148301,,
117,"Fayetteville, NC (Metropolitan Statistical Area)",0.014141992632510592,0.019442443552517563,,"Urban Honolulu, HI (Metropolitan Statistical Area)",0.0030755589096898017,0.012933394307817592,,
118,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",0.030786350284456532,-0.0008425818672013197,,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",0.0041554826244663,0.012931022981245599,,
119,"Flagstaff, AZ (Metropolitan Statistical Area)",0.014477248072463311,0.010179668954608312,,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",-9.510094737374963e-05,0.012928183824318262,,
120,"Flint, MI (Metropolitan Statistical Area)",-0.003502461738019269,-0.008039541232326974,,"Columbus, OH (Metropolitan Statistical Area)",0.012559602141170467,0.01290148411000902,,
121,"Florence, SC (Metropolitan Statistical Area)",0.0063684902922231945,-0.0022505074773054856,,"Yakima, WA (Metropolitan Statistical Area)",0.0036263315009732455,0.012894748144291368,,
122,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",0.003592573757146278,0.011942375222715462,,"Chico, CA (Metropolitan Statistical Area)",0.006288163874358155,0.012826838180744149,,
123,"Fond du Lac, WI (Metropolitan Statistical Area)",0.0041596830618637615,0.009138544066589871,,"Green Bay, WI (Metropolitan Statistical Area)",0.005920128694538063,0.012738509716806456,,
124,"Fort Collins, CO (Metropolitan Statistical Area)",0.015961727992847008,0.006486318485048548,,"Ann Arbor, MI (Metropolitan Statistical Area)",0.00887067331686886,0.012733055640174795,,
125,"Fort Smith, AR-OK (Metropolitan Statistical Area)",0.009586552647509183,0.004336998590151353,,"Salem, OR (Metropolitan Statistical Area)",0.01241219641953073,0.01271161928544906,,
126,"Fort Wayne, IN (Metropolitan Statistical Area)",0.006893626686768073,0.0012750410748785246,,"Gettysburg, PA (Metropolitan Statistical Area)",0.0016387910959732022,0.01267115643544936,,
127,"Fresno, CA (Metropolitan Statistical Area)",0.015298449025485494,0.012040037513996849,,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",0.0030717653112422028,0.012637664869154408,,
128,"Gadsden, AL (Metropolitan Statistical Area)",0.0015857454423942041,0.00621222282405598,,"Eugene-Springfield, OR (Metropolitan Statistical Area)",0.00951178249249085,0.012602396872534616,,
129,"Gainesville, FL (Metropolitan Statistical Area)",0.013293324893471237,0.005878737207867246,,"Sherman-Denison, TX (Metropolitan Statistical Area)",0.012797975098765013,0.012596267068070821,,
130,"Gainesville, GA (Metropolitan Statistical Area)",0.02344383487006696,-0.012653931423012632,,"Yuma, AZ (Metropolitan Statistical Area) *",0.009202822316215276,0.012486212161062493,,
131,"Gettysburg, PA (Metropolitan Statistical Area)",0.010229838277201253,0.010241606937128944,,"Worcester, MA-CT (Metropolitan Statistical Area)",0.003880733238501133,0.012347289357321767,,
132,"Glens Falls, NY (Metropolitan Statistical Area)",0.003921222477206943,0.02444878212347734,,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",0.003952248605033182,0.012287650341434198,,
133,"Goldsboro, NC (Metropolitan Statistical Area)",0.00845237499123308,-0.00047932265446204436,,"El Centro, CA (Metropolitan Statistical Area)",0.004989124467470685,0.012287575295645059,,
134,"Grand Forks, ND-MN (Metropolitan Statistical Area)",0.0022419439908238914,0.023407317832601304,,"Johnson City, TN (Metropolitan Statistical Area)",0.002312138720492074,0.012253978965445667,,
135,"Grand Island, NE (Metropolitan Statistical Area)",0.0078009959851830235,0.026476300625789095,,"Baton Rouge, LA (Metropolitan Statistical Area)",0.0038708489750596264,0.012224605504852715,,
136,"Grand Junction, CO (Metropolitan Statistical Area)",0.02278836226977221,0.0072740906938710825,,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",0.0020788540128153787,0.012223814990815374,,
137,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",0.005183700607936492,-0.0003490362218814269,,"Syracuse, NY (Metropolitan Statistical Area)",-0.0023963117925357436,0.012071890016265963,,
138,"Grants Pass, OR (Metropolitan Statistical Area)",0.00900366416105225,0.011189136676706735,,"Boise City, ID (Metropolitan Statistical Area)",0.021139267674699758,0.01203884189061788,,
139,"Great Falls, MT (Metropolitan Statistical Area)",0.0019910229766022525,0.018693991419588496,,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",0.013151807078485511,0.012037464277308896,,
140,"Greeley, CO (Metropolitan Statistical Area) *",0.03145626449420069,0.006589106118623178,,"Knoxville, TN (Metropolitan Statistical Area)",0.006613271539911203,0.011996644419315583,,
141,"Green Bay, WI (Metropolitan Statistical Area)",0.007900644624042163,0.007428991219727843,,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",0.005474066475585904,0.011985478281481221,,
142,"Greensboro-High Point, NC (Metropolitan Statistical Area)",0.011770125021228761,-0.00189842773740867,,"Casper, WY (Metropolitan Statistical Area)",0.005914989152666417,0.011979457241402702,,
