,County,AGR 01 to 10 Pop,AGR 10 to 18 Pop,GeoName,AGR 01 to 10 GDP,AGR 10 to 18 GDP,Unnamed: 6,Unnamed: 7,AGR 01 to 10 Pop.1,AGR 01 to 10 GDP.1,Unnamed: 10,Unnamed: 11,AGR 10 to 18 Pop.1,AGR 10 to 18 GDP.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Annualized Population Growth,Annualized GDP Per Capita Growth
10,"Allen, IN",0.006773972255254224,0.0066598564123521165,"Allen, IN",2.9707007383361628e-05,0.023448147891420135,,"Allen, IN",0.006773972255254224,2.9707007383361628e-05,,"Allen, IN",0.0066598564123521165,0.023448147891420135,,,,,,,,,,,,,,
11,"Anchorage Municipality, AK",0.011649963500535376,-0.0007571772821814982,"Anchorage Municipality, AK",0.012790410967993937,0.0005749229605329642,,"Anchorage Municipality, AK",0.011649963500535376,0.012790410967993937,,"Anchorage Municipality, AK",-0.0007571772821814982,0.0005749229605329642,,,,,,,,,,,,,,
12,"Anderson, SC",0.011453653145544473,0.008666479915701242,"Anderson, SC",-0.0007359847681858156,0.016198247417050116,,"Anderson, SC",0.011453653145544473,-0.0007359847681858156,,"Anderson, SC",0.008666479915701242,0.016198247417050116,,,,,,,,,,,,,,
13,"Anne Arundel, MD",0.008761202867028306,0.00827557042199234,"Anne Arundel, MD",0.032848236399782405,0.0169625879442854,,"Anne Arundel, MD",0.008761202867028306,0.032848236399782405,,"Anne Arundel, MD",0.00827557042199234,0.0169625879442854,,,,,,,,,,,,,,
14,"Anoka, MN",0.009343766159380706,0.00820016313882821,"Anoka, MN",0.01440639836416202,0.02085684314618197,,"Anoka, MN",0.009343766159380706,0.01440639836416202,,"Anoka, MN",0.00820016313882821,0.02085684314618197,,,,,,,,,,,,,,
15,"Arapahoe, CO",0.015064944900319954,0.015732955815753957,"Arapahoe, CO",-0.02416948031013888,0.023202745506061273,,"Arapahoe, CO",0.015064944900319954,-0.02416948031013888,,"Arapahoe, CO",0.015732955815753957,0.023202745506061273,,,,,,,,,,,,,,
16,"Arlington, VA",0.010572489663882356,0.01594446843674402,"Arlington, VA",0.012577179173730357,-0.010526769939922409,,"Arlington, VA",0.010572489663882356,0.012577179173730357,,"Arlington, VA",0.01594446843674402,-0.010526769939922409,,,,,,,,,,,,,,
17,"Atlantic, NJ",0.007958652608691885,-0.004259220411217957,"Atlantic, NJ",-0.008858196898831272,-0.0012341884074519305,,"Atlantic, NJ",0.007958652608691885,-0.008858196898831272,,"Atlantic, NJ",-0.004259220411217957,-0.0012341884074519305,,,,,,,,,,,,,,
18,"Baldwin, AL",0.026366176777369743,0.02205257233454705,"Baldwin, AL",-0.002795539798465585,0.00016363538700692182,,"Baldwin, AL",0.026366176777369743,-0.002795539798465585,,"Baldwin, AL",0.02205257233454705,0.00016363538700692182,,,,,,,,,,,,,,
19,"Baltimore (Independent City), MD",-0.0034688252376986473,-0.0037753263248999636,"Baltimore (Independent City), MD",0.008165768675275631,0.015562882035178971,,"Baltimore (Independent City), MD",-0.0034688252376986473,0.008165768675275631,,"Baltimore (Independent City), MD",-0.0037753263248999636,0.015562882035178971,,,,,,,,,,,,,,
20,"Baltimore, MD",0.006198974616171915,0.0033500062733597957,"Baltimore, MD",0.011701730440315528,0.005428658404559528,,"Baltimore, MD",0.006198974616171915,0.011701730440315528,,"Baltimore, MD",0.0033500062733597957,0.005428658404559528,,,,,,,,,,,,,,
21,"Barnstable, MA",-0.004130496461881794,-0.0014431650221405912,"Barnstable, MA",0.013970015312269268,0.011403536324826158,,"Barnstable, MA",-0.004130496461881794,0.013970015312269268,,"Barnstable, MA",-0.0014431650221405912,0.011403536324826158,,,,,,,,,,,,,,
22,"Bay, FL",0.013320904768284292,0.011414020560698068,"Bay, FL",0.012705914023920073,-0.0040401928552356026,,"Bay, FL",0.013320904768284292,0.012705914023920073,,"Bay, FL",0.011414020560698068,-0.0040401928552356026,,,,,,,,,,,,,,
23,"Beaufort, SC",0.029321758188979086,0.01859998571216126,"Beaufort, SC",-0.025093490664603313,-0.0034927047446742243,,"Beaufort, SC",0.029321758188979086,-0.025093490664603313,,"Beaufort, SC",0.01859998571216126,-0.0034927047446742243,,,,,,,,,,,,,,
24,"Beaver, PA",-0.005537560413146236,-0.004391656040255598,"Beaver, PA",0.022954576851262454,0.008738861279649957,,"Beaver, PA",-0.005537560413146236,0.022954576851262454,,"Beaver, PA",-0.004391656040255598,0.008738861279649957,,,,,,,,,,,,,,
25,"Bell, TX",0.027862309104058625,0.016154186041557717,"Bell, TX",0.0160579679692765,-0.013847454280301208,,"Bell, TX",0.027862309104058625,0.0160579679692765,,"Bell, TX",0.016154186041557717,-0.013847454280301208,,,,,,,,,,,,,,
26,"Benton, AR",0.03790230664541783,0.02566050053032165,"Benton, AR",-0.00151859357309303,0.020596046440009008,,"Benton, AR",0.03790230664541783,-0.00151859357309303,,"Benton, AR",0.02566050053032165,0.020596046440009008,,,,,,,,,,,,,,
27,"Benton, WA",0.021351348430151962,0.01695920743422974,"Benton, WA",0.018573510176997488,-0.013243467282965882,,"Benton, WA",0.021351348430151962,0.018573510176997488,,"Benton, WA",0.01695920743422974,-0.013243467282965882,,,,,,,,,,,,,,
28,"Bergen, NJ",0.002176100814250681,0.004125851064290753,"Bergen, NJ",0.005063662084329623,-0.0011706683019495623,,"Bergen, NJ",0.002176100814250681,0.005063662084329623,,"Bergen, NJ",0.004125851064290753,-0.0011706683019495623,,,,,,,,,,,,,,
29,"Berkeley, SC",0.02382847480250816,0.026449355731517965,"Berkeley, SC",0.0193317253819536,0.016699976971089825,,"Berkeley, SC",0.02382847480250816,0.0193317253819536,,"Berkeley, SC",0.026449355731517965,0.016699976971089825,,,,,,,,,,,,,,
30,"Berks, PA",0.009775010353966884,0.002444548479069608,"Berks, PA",0.0012941873472303023,0.013486089232630727,,"Berks, PA",0.009775010353966884,0.0012941873472303023,,"Berks, PA",0.002444548479069608,0.013486089232630727,,,,,,,,,,,,,,
31,"Bernalillo, NM",0.01824470059338079,0.0027508822464969995,"Bernalillo, NM",-0.0011730849301505586,0.00415720095065053,,"Bernalillo, NM",0.01824470059338079,-0.0011730849301505586,,"Bernalillo, NM",0.0027508822464969995,0.00415720095065053,,,,,,,,,,,,,,
32,"Berrien, MI",-0.003078926216772526,-0.002089485677979841,"Berrien, MI",0.005088177665504956,0.012950246927148301,,"Berrien, MI",-0.003078926216772526,0.005088177665504956,,"Berrien, MI",-0.002089485677979841,0.012950246927148301,,,,,,,,,,,,,,
33,"Bexar, TX",0.02179140609863106,0.017929390728967043,"Bexar, TX",0.005732347121122361,0.015120141330242642,,"Bexar, TX",0.02179140609863106,0.005732347121122361,,"Bexar, TX",0.017929390728967043,0.015120141330242642,,,,,,,,,,,,,,
34,"Bibb, GA",0.0016262202532864034,-0.002194921690279128,"Bibb, GA",-0.015424034464343928,0.01412044757866826,,"Bibb, GA",0.0016262202532864034,-0.015424034464343928,,"Bibb, GA",-0.002194921690279128,0.01412044757866826,,,,,,,,,,,,,,
35,"Black Hawk, IA",0.0029224212612459777,0.001179694293785838,"Black Hawk, IA",0.028012798311167986,0.0012832093499264285,,"Black Hawk, IA",0.0029224212612459777,0.028012798311167986,,"Black Hawk, IA",0.001179694293785838,0.0012832093499264285,,,,,,,,,,,,,,
36,"Blount, TN",0.014825240506997295,0.008039263811007613,"Blount, TN",-0.001544893639471634,0.023685777979315148,,"Blount, TN",0.014825240506997295,-0.001544893639471634,,"Blount, TN",0.008039263811007613,0.023685777979315148,,,,,,,,,,,,,,
37,"Boone, KY",0.03153370800912181,0.012193044467609493,"Boone, KY",-0.01857605415303465,0.012290384418745415,,"Boone, KY",0.03153370800912181,-0.01857605415303465,,"Boone, KY",0.012193044467609493,0.012290384418745415,,,,,,,,,,,,,,
38,"Boone, MO",0.018658066151355346,0.012331026730651118,"Boone, MO",-0.0006116310331324426,0.0043620839386790955,,"Boone, MO",0.018658066151355346,-0.0006116310331324426,,"Boone, MO",0.012331026730651118,0.0043620839386790955,,,,,,,,,,,,,,
39,"Boulder, CO*",-0.001625720182590329,0.012267253938761602,"Boulder, CO*",0.01617187118936325,0.014589363871064576,,"Boulder, CO*",-0.001625720182590329,0.01617187118936325,,"Boulder, CO*",0.012267253938761602,0.014589363871064576,,,,,,,,,,,,,,
40,"Brazoria, TX",0.026598523822633835,0.020613056425528242,"Brazoria, TX",-0.019173563983426734,0.021965564471361,,"Brazoria, TX",0.026598523822633835,-0.019173563983426734,,"Brazoria, TX",0.020613056425528242,0.021965564471361,,,,,,,,,,,,,,
41,"Brazos, TX",0.02583199407492609,0.018607193141877865,"Brazos, TX",0.009873568107793051,0.013436940463745106,,"Brazos, TX",0.02583199407492609,0.009873568107793051,,"Brazos, TX",0.018607193141877865,0.013436940463745106,,,,,,,,,,,,,,
42,"Brevard, FL",0.012500466241828656,0.011663288766236679,"Brevard, FL",0.02294987532731585,0.005082099455377076,,"Brevard, FL",0.012500466241828656,0.02294987532731585,,"Brevard, FL",0.011663288766236679,0.005082099455377076,,,,,,,,,,,,,,
43,"Bristol, MA",0.002228947920970059,0.003339622142042531,"Bristol, MA",0.0067038883068968325,0.011704322552876123,,"Bristol, MA",0.002228947920970059,0.0067038883068968325,,"Bristol, MA",0.003339622142042531,0.011704322552876123,,,,,,,,,,,,,,
44,"Bronx, NY",0.0033219650927285294,0.003978722682508984,"Bronx, NY",0.02198708480992284,0.011802906049257933,,"Bronx, NY",0.0033219650927285294,0.02198708480992284,,"Bronx, NY",0.003978722682508984,0.011802906049257933,,,,,,,,,,,,,,
45,"Broome, NY",-0.00021591678305421524,-0.005607564052111713,"Broome, NY",0.02126548712873233,0.007048213473796583,,"Broome, NY",-0.00021591678305421524,0.02126548712873233,,"Broome, NY",-0.005607564052111713,0.007048213473796583,,,,,,,,,,,,,,
46,"Broward, FL",0.005872968842893123,0.013495428596844494,"Broward, FL",0.014569839797520245,0.0078101701790338485,,"Broward, FL",0.005872968842893123,0.014569839797520245,,"Broward, FL",0.013495428596844494,0.0078101701790338485,,,,,,,,,,,,,,
47,"Brown, WI",0.008951798923942933,0.007303013567130812,"Brown, WI",0.006363348072693897,0.012734058379098467,,"Brown, WI",0.008951798923942933,0.006363348072693897,,"Brown, WI",0.007303013567130812,0.012734058379098467,,,,,,,,,,,,,,
48,"Brunswick, NC",0.039878367784220714,0.02985931788954077,"Brunswick, NC",-0.0218551151538372,-0.01908050103114156,,"Brunswick, NC",0.039878367784220714,-0.0218551151538372,,"Brunswick, NC",0.02985931788954077,-0.01908050103114156,,,,,,,,,,,,,,
49,"Bucks, PA",0.004083458224192871,0.0005565533119999966,"Bucks, PA",0.008153092387750638,0.00877137128365546,,"Bucks, PA",0.004083458224192871,0.008153092387750638,,"Bucks, PA",0.0005565533119999966,0.00877137128365546,,,,,,,,,,,,,,
50,"Buncombe, NC",0.014834599978782004,0.010285427388014856,"Buncombe, NC",0.0028640036205880293,0.01150921421256923,,"Buncombe, NC",0.014834599978782004,0.0028640036205880293,,"Buncombe, NC",0.010285427388014856,0.01150921421256923,,,,,,,,,,,,,,
51,"Burlington, NJ",0.0049174841707064765,-0.001044727325468564,"Burlington, NJ",0.0129283118584409,0.010325486987778909,,"Burlington, NJ",0.0049174841707064765,0.0129283118584409,,"Burlington, NJ",-0.001044727325468564,0.010325486987778909,,,,,,,,,,,,,,
52,"Butler, OH",0.010267953466909452,0.004427187267021404,"Butler, OH",0.013354031478912676,0.02254750279377804,,"Butler, OH",0.010267953466909452,0.013354031478912676,,"Butler, OH",0.004427187267021404,0.02254750279377804,,,,,,,,,,,,,,
53,"Butler, PA",0.00524787417387973,0.002554558334459278,"Butler, PA",0.02392576238288724,0.03018018440765613,,"Butler, PA",0.00524787417387973,0.02392576238288724,,"Butler, PA",0.002554558334459278,0.03018018440765613,,,,,,,,,,,,,,
54,"Butte, CA",0.007199670755571708,0.006288163874358155,"Butte, CA",0.014502610426510243,0.012826838180744149,,"Butte, CA",0.007199670755571708,0.014502610426510243,,"Butte, CA",0.006288163874358155,0.012826838180744149,,,,,,,,,,,,,,
55,"Cabarrus, NC",0.030309266685832892,0.021310520611844463,"Cabarrus, NC",-0.04404262649077906,-0.010258206067846443,,"Cabarrus, NC",0.030309266685832892,-0.04404262649077906,,"Cabarrus, NC",0.021310520611844463,-0.010258206067846443,,,,,,,,,,,,,,
56,"Caddo, LA",0.0025464774694978765,-0.006338502149891623,"Caddo, LA",0.023736826346439033,0.01149224914758018,,"Caddo, LA",0.0025464774694978765,0.023736826346439033,,"Caddo, LA",-0.006338502149891623,0.01149224914758018,,,,,,,,,,,,,,
57,"Calcasieu, LA",0.005764075726803819,0.0063862400687115795,"Calcasieu, LA",-0.016407518783911557,0.016264603580967707,,"Calcasieu, LA",0.005764075726803819,-0.016407518783911557,,"Calcasieu, LA",0.0063862400687115795,0.016264603580967707,,,,,,,,,,,,,,
58,"Calhoun, MI",-0.0017868545048370654,-0.0013533761301059988,"Calhoun, MI",0.0007445731865167726,0.004968098224428008,,"Calhoun, MI",-0.0017868545048370654,0.0007445731865167726,,"Calhoun, MI",-0.0013533761301059988,0.004968098224428008,,,,,,,,,,,,,,
59,"Cambria, PA",-0.0056113170913291155,-0.010597468082263695,"Cambria, PA",0.01216184167633827,0.004925471230866618,,"Cambria, PA",-0.0056113170913291155,0.01216184167633827,,"Cambria, PA",-0.010597468082263695,0.004925471230866618,,,,,,,,,,,,,,
60,"Camden, NJ",0.001555808898783706,-0.001562189963436711,"Camden, NJ",0.009959806860476483,0.008958993504563528,,"Camden, NJ",0.001555808898783706,0.009959806860476483,,"Camden, NJ",-0.001562189963436711,0.008958993504563528,,,,,,,,,,,,,,
61,"Cameron, TX",0.019581766516346022,0.004899171281176784,"Cameron, TX",0.004068757429028125,0.0071179342313569816,,"Cameron, TX",0.019581766516346022,0.004068757429028125,,"Cameron, TX",0.004899171281176784,0.0071179342313569816,,,,,,,,,,,,,,
62,"Campbell + Lynchburg, VA*",0.012787994452050588,0.00623447227475582,"Campbell + Lynchburg, VA*",0.010311233817681842,-0.010258656452928117,,"Campbell + Lynchburg, VA*",0.012787994452050588,0.010311233817681842,,"Campbell + Lynchburg, VA*",0.00623447227475582,-0.010258656452928117,,,,,,,,,,,,,,
63,"Canadian, OK",0.029022376722950494,0.02741751884950827,"Canadian, OK",0.00011922613241699409,0.026179184381537324,,"Canadian, OK",0.029022376722950494,0.00011922613241699409,,"Canadian, OK",0.02741751884950827,0.026179184381537324,,,,,,,,,,,,,,
64,"Canyon, ID",0.034797537349082086,0.020940481061024308,"Canyon, ID",-0.012719098508779725,0.009060624125384775,,"Canyon, ID",0.034797537349082086,-0.012719098508779725,,"Canyon, ID",0.020940481061024308,0.009060624125384775,,,,,,,,,,,,,,
65,"Carroll, MD",0.009160551709411102,0.0009068894255008786,"Carroll, MD",0.021038394288947382,0.013007206876498145,,"Carroll, MD",0.009160551709411102,0.021038394288947382,,"Carroll, MD",0.0009068894255008786,0.013007206876498145,,,,,,,,,,,,,,
66,"Cass, ND",0.020224176308230035,0.02386497250597741,"Cass, ND",0.013944569194530576,0.0076494307783867566,,"Cass, ND",0.020224176308230035,0.013944569194530576,,"Cass, ND",0.02386497250597741,0.0076494307783867566,,,,,,,,,,,,,,
67,"Catawba, NC",0.0073728269343933395,0.003104662704118466,"Catawba, NC",-0.0050217892084962745,0.005827170586200969,,"Catawba, NC",0.0073728269343933395,-0.0050217892084962745,,"Catawba, NC",0.003104662704118466,0.005827170586200969,,,,,,,,,,,,,,
68,"Centre, PA",0.01273270397039572,0.006796237791905968,"Centre, PA",0.014173098033836373,0.010597624540024775,,"Centre, PA",0.01273270397039572,0.014173098033836373,,"Centre, PA",0.006796237791905968,0.010597624540024775,,,,,,,,,,,,,,
69,"Champaign, IL",0.01142341396228308,0.005142394509074277,"Champaign, IL",0.007897369685233135,0.0014121513673766017,,"Champaign, IL",0.01142341396228308,0.007897369685233135,,"Champaign, IL",0.005142394509074277,0.0014121513673766017,,,,,,,,,,,,,,
70,"Charles, MD",0.018527498143971366,0.011696686173986892,"Charles, MD",0.01475787494219416,-0.005497045210502982,,"Charles, MD",0.018527498143971366,0.01475787494219416,,"Charles, MD",0.011696686173986892,-0.005497045210502982,,,,,,,,,,,,,,
71,"Charleston, SC",0.012777607962260129,0.018346050566420802,"Charleston, SC",0.015898849810174864,0.016611799246215808,,"Charleston, SC",0.012777607962260129,0.015898849810174864,,"Charleston, SC",0.018346050566420802,0.016611799246215808,,,,,,,,,,,,,,
72,"Charlotte, FL",0.009893927369611921,0.018417904719923772,"Charlotte, FL",0.006886974485846409,0.004470583644805126,,"Charlotte, FL",0.009893927369611921,0.006886974485846409,,"Charlotte, FL",0.018417904719923772,0.004470583644805126,,,,,,,,,,,,,,
73,"Chatham, GA",0.014183208702320815,0.010604224575567311,"Chatham, GA",0.0074356049219204134,0.01630126484080696,,"Chatham, GA",0.014183208702320815,0.0074356049219204134,,"Chatham, GA",0.010604224575567311,0.01630126484080696,,,,,,,,,,,,,,
74,"Cherokee, GA",0.04000102586760379,0.021017151653640598,"Cherokee, GA",-0.003360167340897946,0.020761870187886444,,"Cherokee, GA",0.04000102586760379,-0.003360167340897946,,"Cherokee, GA",0.021017151653640598,0.020761870187886444,,,,,,,,,,,,,,
75,"Chesapeake (Independent City), VA",0.011146080613743559,0.01029248602147348,"Chesapeake (Independent City), VA",0.018797393033011867,-0.004880422882019841,,"Chesapeake (Independent City), VA",0.011146080613743559,0.018797393033011867,,"Chesapeake (Independent City), VA",0.01029248602147348,-0.004880422882019841,,,,,,,,,,,,,,
76,"Chester, PA",0.01402598629274765,0.005427126249677672,"Chester, PA",0.014293162560326866,0.018993431453476317,,"Chester, PA",0.01402598629274765,0.014293162560326866,,"Chester, PA",0.005427126249677672,0.018993431453476317,,,,,,,,,,,,,,
77,"Chesterfield, VA",0.01994475478814728,0.011854992348945936,"Chesterfield, VA",-0.00951165227690176,0.005231975972294078,,"Chesterfield, VA",0.01994475478814728,-0.00951165227690176,,"Chesterfield, VA",0.011854992348945936,0.005231975972294078,,,,,,,,,,,,,,
78,"Chittenden, VT",0.0060863722968169665,0.006087109763128762,"Chittenden, VT",0.023886050315797824,0.00289148979040732,,"Chittenden, VT",0.0060863722968169665,0.023886050315797824,,"Chittenden, VT",0.006087109763128762,0.00289148979040732,,,,,,,,,,,,,,
79,"Citrus, FL",0.017094986255278055,0.005862179139229706,"Citrus, FL",-0.009368892860023958,-0.009986447340327498,,"Citrus, FL",0.017094986255278055,-0.009368892860023958,,"Citrus, FL",0.005862179139229706,-0.009986447340327498,,,,,,,,,,,,,,
80,"Clackamas, OR",0.010349178592532704,0.012474354891042205,"Clackamas, OR",0.0074820528848655865,0.026324130468894813,,"Clackamas, OR",0.010349178592532704,0.0074820528848655865,,"Clackamas, OR",0.012474354891042205,0.026324130468894813,,,,,,,,,,,,,,
81,"Clark, NV",0.03279351217898796,0.016834571677385446,"Clark, NV",-0.009893663382316675,0.006820407837941467,,"Clark, NV",0.03279351217898796,-0.009893663382316675,,"Clark, NV",0.016834571677385446,0.006820407837941467,,,,,,,,,,,,,,
82,"Clark, OH",-0.004346867513313923,-0.0033744504758325133,"Clark, OH",-0.0017577627883119673,0.013486871753318086,,"Clark, OH",-0.004346867513313923,-0.0017577627883119673,,"Clark, OH",-0.0033744504758325133,0.013486871753318086,,,,,,,,,,,,,,
83,"Clark, WA",0.019949227115183543,0.015309140896229811,"Clark, WA",0.009039635604354501,0.017725013564197756,,"Clark, WA",0.019949227115183543,0.009039635604354501,,"Clark, WA",0.015309140896229811,0.017725013564197756,,,,,,,,,,,,,,
84,"Clay, FL",0.030809110811907958,0.015248665340995116,"Clay, FL",-0.002413832205539368,0.009486222742963069,,"Clay, FL",0.030809110811907958,-0.002413832205539368,,"Clay, FL",0.015248665340995116,0.009486222742963069,,,,,,,,,,,,,,
85,"Clay, MO",0.018975525391452086,0.012713252506119543,"Clay, MO",-0.01049106078744011,-0.007317139090025182,,"Clay, MO",0.018975525391452086,-0.01049106078744011,,"Clay, MO",0.012713252506119543,-0.007317139090025182,,,,,,,,,,,,,,
86,"Clayton, GA",0.006402565483198064,0.013657553192949923,"Clayton, GA",0.020822151534622524,0.012237945941503625,,"Clayton, GA",0.006402565483198064,0.020822151534622524,,"Clayton, GA",0.013657553192949923,0.012237945941503625,,,,,,,,,,,,,,
87,"Clermont, OH",0.01051879537077749,0.004888218735352279,"Clermont, OH",0.006777294957555968,0.01934956466872162,,"Clermont, OH",0.01051879537077749,0.006777294957555968,,"Clermont, OH",0.004888218735352279,0.01934956466872162,,,,,,,,,,,,,,
88,"Cleveland, OK",0.020898657937757026,0.011484090623120835,"Cleveland, OK",0.013871570994006488,0.001968478100511817,,"Cleveland, OK",0.020898657937757026,0.013871570994006488,,"Cleveland, OK",0.011484090623120835,0.001968478100511817,,,,,,,,,,,,,,
89,"Cobb, GA",0.01133612300602671,0.011715292291801571,"Cobb, GA",-0.012608552342358581,0.022958098074564504,,"Cobb, GA",0.01133612300602671,-0.012608552342358581,,"Cobb, GA",0.011715292291801571,0.022958098074564504,,,,,,,,,,,,,,
90,"Coconino, AZ",0.014477248072463311,0.007450365870771192,"Coconino, AZ",0.010179668954608312,0.005431863913901935,,"Coconino, AZ",0.014477248072463311,0.010179668954608312,,"Coconino, AZ",0.007450365870771192,0.005431863913901935,,,,,,,,,,,,,,
91,"Collier, FL",0.02241870368951604,0.02017413949799307,"Collier, FL",-0.015987282345435117,0.008406556812155408,,"Collier, FL",0.02241870368951604,-0.015987282345435117,,"Collier, FL",0.02017413949799307,0.008406556812155408,,,,,,,,,,,,,,
92,"Collin, TX",0.04410581191663043,0.030820821153631606,"Collin, TX",0.033611789064589725,0.0347646711990941,,"Collin, TX",0.04410581191663043,0.033611789064589725,,"Collin, TX",0.030820821153631606,0.0347646711990941,,,,,,,,,,,,,,
93,"Columbia, GA",0.03395498418795673,0.02668877140039494,"Columbia, GA",0.008065205482632232,0.00024935847525808796,,"Columbia, GA",0.03395498418795673,0.008065205482632232,,"Columbia, GA",0.02668877140039494,0.00024935847525808796,,,,,,,,,,,,,,
94,"Comal, TX",0.03434910401463287,0.038978933574234986,"Comal, TX",0.0053180380997848165,0.014286407199734175,,"Comal, TX",0.03434910401463287,0.0053180380997848165,,"Comal, TX",0.038978933574234986,0.014286407199734175,,,,,,,,,,,,,,
95,"Contra Costa, CA",0.00900727773622978,0.011152295759143671,"Contra Costa, CA",-0.004514646609978024,0.0010373786975526045,,"Contra Costa, CA",0.00900727773622978,-0.004514646609978024,,"Contra Costa, CA",0.011152295759143671,0.0010373786975526045,,,,,,,,,,,,,,
96,"Cook, IL",-0.0033909700998010495,-0.0004496492051291323,"Cook, IL",0.002859044748129369,0.01485540630919635,,"Cook, IL",-0.0033909700998010495,0.002859044748129369,,"Cook, IL",-0.0004496492051291323,0.01485540630919635,,,,,,,,,,,,,,
97,"Coweta, GA",0.0352835836742571,0.01654505697193187,"Coweta, GA",-0.004594753719395994,0.0030645997188130103,,"Coweta, GA",0.0352835836742571,-0.004594753719395994,,"Coweta, GA",0.01654505697193187,0.0030645997188130103,,,,,,,,,,,,,,
98,"Cumberland, ME",0.0052960149295573355,0.005274937816104108,"Cumberland, ME",0.004491639366501765,0.010810718918008444,,"Cumberland, ME",0.0052960149295573355,0.004491639366501765,,"Cumberland, ME",0.005274937816104108,0.010810718918008444,,,,,,,,,,,,,,
99,"Cumberland, NC",0.008086933823535203,0.0019484116563630582,"Cumberland, NC",0.028195715625133122,-0.0036079674667927053,,"Cumberland, NC",0.008086933823535203,0.028195715625133122,,"Cumberland, NC",0.0019484116563630582,-0.0036079674667927053,,,,,,,,,,,,,,
